rank,name,code,price,24_H_change,24H_volume,market_cap
712,Unifi Protocol DAO,UNFI,$5.05,-7.62%,$20.27 M,$26.27 M
808,DSLA Protocol,DSLA,$0.003404,-7.58%,"$632,569.76",$18.32 M
564,Metronome,MET,$3.41,-5.18%,"$51,992.24",$46.75 M
663,Florin,XFL,$229.61,+6.95%,"$79,882.49",$31.02 M
902,SwftCoin,SWFTC,$0.003292,-6.92%,$7.63 M,$13.18 M
614,Offshift,XFT,$7.70,+1.25%,$2.19 M,$37.38 M
761,DxChain Token,DX,$0.0004443,-0.54%,"$41,929.03",$22.22 M
855,Rupiah Token,IDRT,$0.00007024,+0.45%,"$322,849.00",$15.12 M
518,BinaryX,BNX,$26.79,-14.90%,$41.83 M,$54.20 M
469,BitShares,BTS,$0.02276,-5.01%,$5.31 M,$68.14 M
419,Terra Virtua Kolect,TVK,$0.1192,-9.46%,$10.05 M,$82.84 M
23,NEAR Protocol,NEAR,$10.38,-7.62%,$514.39 M,$6.53 B
371,Strike,STRK,$33.22,-4.38%,$7.21 M,$103.44 M
73,Chiliz,CHZ,$0.2003,-6.62%,$133.99 M,$1.18 B
172,Chromia,CHR,$0.4973,-6.89%,$65.67 M,$278.22 M
321,Stratis,STRAX,$1.03,-4.52%,$8.95 M,$137.67 M
272,Humanscape,HUM,$0.2467,-5.56%,$7.81 M,$175.53 M
222,KOK,KOK,$5.99,-0.33%,$12.07 M,$642.63 M
125,Immutable X,IMX,$2.08,-9.31%,$72.63 M,$482.90 M
713,Locus Chain,LOCUS,$0.02969,-1.57%,"$511,778.26",$26.12 M
809,Inter Milan Fan Token,INTER,$6.10,-4.53%,"$374,537.36",$18.29 M
565,Fusion,FSN,$0.659,-5.96%,$1.36 M,$46.73 M
664,Super Zero Protocol,SERO,$0.08964,-3.46%,"$350,269.30",$30.92 M
903,Agoras: Currency of Tau,AGRS,$0.7307,-8.30%,"$6,249.38",$13.15 M
615,Throne,THN,$0.0954,-1.15%,$3.60 M,$37.28 M
761,Business Credit Alliance Chain,BCAC,$0.02299,"+21,793.78%",N/A,$11.55 M
856,Grin,GRIN,$0.1554,-2.07%,$2.08 M,$15.11 M
519,Assemble Protocol,ASM,$0.05076,-8.19%,$2.85 M,$54.11 M
469,Decentral Games,DG,$209.21,-6.99%,$2.10 M,$26.23 B
420,Hyperion,HYN,$0.4047,+39.50%,"$2,002.81",$82.48 M
24,Uniswap,UNI,$10.38,-4.07%,$265.78 M,$6.49 B
372,Deeper Network,DPR,$0.09973,+0.14%,$2.09 M,$103.39 M
74,Kadena,KDA,$7.03,-6.82%,$96.95 M,$1.17 B
173,Raydium,RAY,$3.32,-6.64%,$32.73 M,$276.49 M
322,Dawn Protocol,DAWN,$1.88,-2.66%,$10.84 M,$136.40 M
273,Bitcoin Standard Hashrate Token,BTCST,$15.32,-4.65%,$4.59 M,$174.85 M
223,NXM,NXM,$93.95,-5.72%,$765.76,$620.94 M
126,Voyager Token,VGX,$1.72,-3.69%,$12.04 M,$478.33 M
714,Electric Vehicle Zone,EVZ,$0.05899,-2.89%,"$382,541.87",$26.12 M
810,Signum,SIGNA,$0.00856,-8.30%,"$64,146.07",$18.24 M
565,[deprecated]SifChain,ROWAN,$0.2142,-3.68%,"$24,266.32",$64.67 M
665,Hermez Network,HEZ,$6.52,-1.10%,"$323,150.64",$30.63 M
904,Nestree,EGG,$0.005557,-4.56%,"$711,074.65",$13.09 M
616,Quiztok,QTCON,$0.009684,+3.19%,$5.77 M,$37.26 M
762,Era Swap,ES,$0.02208,-6.41%,"$19,434.76",$22.02 M
857,Clearpool,CPOOL,$0.2837,-8.49%,"$740,145.27",$15.07 M
520,BitMart Token,BMX,$0.31,-8.25%,$5.32 M,$53.86 M
470,Chimpion,BNANA,$2.14,-5.09%,"$203,757.65",$67.80 M
421,Hydra,HYDRA,$9.58,-3.14%,"$355,052.26",$82.42 M
25,TRON,TRX,$0.06267,-3.29%,$970.79 M,$6.39 B
373,Ribbon Finance,RBN,$2.01,-3.22%,$5.16 M,$102.81 M
75,Loopring,LRC,$0.8851,-5.81%,$211.32 M,$1.16 B
174,Nano,XNO,$2.06,-6.33%,$26.04 M,$274.18 M
323,Veritaseum,VERI,$63.44,-3.45%,"$7,114.52",$136.38 M
274,MaidSafeCoin,MAID,$0.3858,-9.99%,"$15,541.21",$174.58 M
224,Metahero,HERO,$0.0818,-10.42%,$52.51 M,$416.82 M
127,Dogelon Mars,ELON,$0.0000008775,-7.71%,$20.10 M,$472.92 M
715,Reflexer Ungovernance Token,FLX,$144.57,-7.81%,"$371,537.42",$26.02 M
811,Dovu,DOV,$0.01951,-12.63%,"$56,653.48",$18.17 M
566,GameFi,GAFI,$46.46,+0.54%,$1.84 M,$46.37 M
666,Kryll,KRL,$0.8023,-3.27%,"$263,459.42",$30.59 M
905,Poolz Finance,POOLZ,$4.24,-10.09%,"$992,500.79",$13.02 M
617,Frontier,FRONT,$0.4685,-2.31%,$18.14 M,$37.20 M
763,Talken,TALK,$0.3542,-1.65%,$1.73 M,$21.94 M
858,Obyte,GBYTE,$18.71,-3.66%,"$6,944.79",$15.03 M
521,Gas,GAS,$5.42,-2.18%,$15.82 M,$53.82 M
471,Velo,VELO,$0.07114,-9.02%,"$764,980.85",$67.37 M
422,Kin,KIN,$0.00004792,-3.27%,$2.93 M,$82.29 M
26,FTX Token,FTT,$43.04,-4.01%,$122.26 M,$5.94 B
374,Centrifuge,CFG,$0.5731,+7.98%,"$477,266.09",$102.51 M
76,Nexo,NEXO,$2.07,-3.33%,$8.03 M,$1.16 B
175,CEEK VR,CEEK,$0.364,-7.81%,$10.85 M,$270.89 M
324,PlatON,LAT,$0.05706,-4.84%,$5.23 M,$136.10 M
275,Orbit Chain,ORC,$0.2949,-1.79%,$1.12 M,$172.56 M
225,WhiteCoin,XWC,$0.5594,+0.31%,$6.36 M,$416.28 M
128,SKALE Network,SKL,$0.1439,-11.23%,$47.75 M,$457.89 M
716,DeHub,DEHUB,$0.006712,-3.81%,"$135,014.61",$25.83 M
812,GPEX,GPX,$2.33,+5.87%,"$288,539.86",$18.15 M
567,CoinLoan,CLT,$23.65,-7.18%,"$449,750.66",$46.12 M
667,Burger Swap,BURGER,$1.68,-5.66%,$4.41 M,$30.45 M
906,OneArt,1ART,$0.134,-8.33%,"$298,886.72",$12.92 M
618,BOSAGORA,BOA,$0.1225,-5.01%,"$744,597.87",$37.19 M
764,Lossless,LSS,$0.5797,-6.55%,$1.14 M,$21.93 M
859,Mogul Productions,STARS,$0.04889,-1.25%,$2.28 M,$14.99 M
522,Sentinel Protocol,UPP,$0.1163,-4.59%,$2.30 M,$53.46 M
472,DeFine,DFA,$1.20,+1.58%,$1.97 M,$67.27 M
423,Wanchain,WAN,$0.4259,-5.52%,$2.53 M,$82.07 M
27,Algorand,ALGO,$0.9021,-4.71%,$211.02 M,$5.90 B
375,Acala Token,ACA,$1.47,+3.14%,$35.79 M,$102.04 M
77,Basic Attention Token,BAT,$0.7587,-5.70%,$111.43 M,$1.12 B
176,Dent,DENT,$0.002709,-6.34%,$53.44 M,$268.21 M
325,KardiaChain,KAI,$0.04041,-3.71%,"$857,732.76",$135.50 M
276,AVINOC,AVINOC,$0.442,+2.41%,$1.24 M,$172.03 M
226,Radio Caca,RACA,$0.0019,-3.87%,$28.48 M,$373.68 M
129,Telcoin,TEL,$0.007744,+0.92%,$21.43 M,$457.63 M
717,Nimiq,NIM,$0.002887,-7.68%,$1.22 M,$25.81 M
813,Exeedme,XED,$0.2814,-2.79%,"$452,877.05",$18.11 M
568,XMON,XMON,"$30,611.92",-15.26%,$5.28 M,$45.76 M
668,AhaToken,AHT,$0.009285,-3.27%,"$845,135.30",$30.41 M
907,Sylo,SYLO,$0.005301,-4.41%,"$370,012.04",$12.89 M
619,SUKU,SUKU,$0.312,-4.34%,$3.54 M,$37.18 M
765,Counterparty,XCP,$8.37,+7.71%,"$53,870.56",$21.88 M
860,Spiking,SPIKE,$0.03364,-5.82%,N/A,$14.90 M
523,Cortex,CTXC,$0.2789,-10.11%,$15.72 M,$53.24 M
473,ONUS,ONUS,$0.67,-2.94%,$1.03 M,$66.61 M
424,Loom Network,LOOM,$0.0814,-4.39%,$11.04 M,$81.40 M
28,Bitcoin Cash,BCH,$312.25,-4.25%,$4.39 B,$5.88 B
376,Enzyme,MLN,$57.35,-2.87%,$9.04 M,$101.93 M
78,Celo,CELO,$2.74,-7.00%,$57.20 M,$1.12 B
177,Moonriver,MOVR,$85.49,-8.16%,$30.75 M,$267.89 M
326,Standard Tokenization Protocol,STPT,$0.09095,-4.33%,$7.40 M,$132.14 M
277,Orchid,OXT,$0.2511,-6.64%,$23.91 M,$171.77 M
227,MobileCoin,MOB,$4.99,-4.58%,"$939,108.56",$370.15 M
130,WOO Network,WOO,$0.504,-7.37%,$52.52 M,$455.93 M
718,Student Coin,STC,$0.004847,+3.84%,"$489,080.30",$25.80 M
814,Curate,XCUR,$2.16,-7.18%,$1.13 M,$18.03 M
569,Ooki Protocol,OOKI,$0.01472,-9.00%,$24.81 M,$45.37 M
669,Dock,DOCK,$0.04047,-6.80%,$3.08 M,$30.18 M
908,Bitcoin 2,BTC2,$0.7131,-4.13%,$487.33,$12.80 M
620,dForce,DF,$0.09497,-5.33%,$2.77 M,$37.07 M
766,Auto,AUTO,$412.05,-6.30%,$5.61 M,$21.84 M
860,TENA [old],TENA,$3.96,+0.00%,N/A,$11.79 M
524,GMT Token,GMT,$0.2232,-4.32%,$4.03 M,$53.02 M
474,Harvest Finance,FARM,$100.85,-4.28%,$15.49 M,$66.25 M
425,EverRise,RISE,$0.001274,-5.47%,"$934,298.66",$81.39 M
29,Decentraland,MANA,$3.02,-8.11%,$1.10 B,$5.45 B
377,Hoo Token,HOO,$1.24,-0.56%,$9.88 M,$101.81 M
79,Dash,DASH,$105.89,-4.96%,$222.51 M,$1.11 B
178,COTI,COTI,$0.2539,-8.20%,$34.28 M,$261.94 M
327,Unibright,UBT,$0.8781,-13.89%,$1.42 M,$131.71 M
278,Mango,MNGO,$0.1711,-2.23%,"$603,680.40",$171.07 M
228,Decentralized Social,DESO,$41.20,-7.57%,"$460,238.97",$366.03 M
131,Horizen,ZEN,$37.32,-3.25%,$34.38 M,$450.82 M
719,Zigcoin,ZIG,$0.0612,-5.00%,$7.16 M,$25.80 M
815,Pawtocol,UPI,$0.06929,-0.90%,$8.91 M,$17.87 M
570,BoringDAO,BOR,$315.82,+3.84%,"$64,405.13",$45.36 M
670,LGCY Network,LGCY,$0.002367,-6.26%,"$159,199.92",$30.10 M
909,AntiMatter Governance Token,MATTER,$0.4061,-2.30%,"$155,167.39",$12.71 M
621,Glitch,GLCH,$0.4668,-8.97%,$1.48 M,$37.01 M
767,GMCoin,GMCOIN,$0.5238,-0.29%,"$297,057.22",$21.57 M
861,USDJ,USDJ,$0.9986,-0.04%,$1.44 M,$14.83 M
525,SIX,SIX,$0.1929,-2.99%,$10.23 M,$52.82 M
475,MonaCoin,MONA,$1.00,-2.48%,"$401,039.06",$66.05 M
426,XeniosCoin,XNC,$1.07,+0.05%,"$13,566.87",$81.30 M
30,UNUS SED LEO,LEO,$5.59,-2.50%,$6.69 M,$5.34 B
378,Venus USDC,vUSDC,$0.02134,+0.05%,N/A,$101.81 M
80,Waves,WAVES,$9.89,-7.22%,$171.11 M,$1.05 B
179,Injective,INJ,$5.46,-6.03%,$42.27 M,$261.65 M
328,DeversiFi,DVF,$5.40,-0.37%,"$248,262.88",$130.38 M
279,Phantasma,SOUL,$1.64,-5.35%,$3.20 M,$171.02 M
229,HUSD,HUSD,$0.9995,+0.00%,$30.08 M,$357.63 M
132,IOST,IOST,$0.02472,-3.89%,$52.77 M,$443.89 M
720,InsurAce,INSUR,$0.5744,-4.29%,$1.36 M,$25.79 M
816,Quantum Resistant Ledger,QRL,$0.2352,+2.17%,"$92,157.93",$17.87 M
571,Tornado Cash,TORN,$41.15,-10.87%,$93.50 M,$45.26 M
671,Bounce Finance Governance Token,AUCTION,$14.37,-5.71%,$1.95 M,$29.95 M
910,SparkPoint,SRK,$0.001508,-3.08%,"$553,420.73",$12.67 M
622,Liquity,LQTY,$2.23,-9.36%,$1.65 M,$36.92 M
768,Nexus,NXS,$0.2949,-5.12%,"$748,790.17",$21.46 M
862,Global Coin Research,GCR,$3.69,-6.81%,"$5,680.52",$14.77 M
526,Litentry,LIT,$1.52,-4.84%,$26.12 M,$52.78 M
476,Carry,CRE,$0.007462,-5.18%,$12.31 M,$65.55 M
427,MovieBloc,MBL,$0.006006,-3.14%,$4.48 M,$81.24 M
31,Stellar,XLM,$0.2001,-6.19%,$331.85 M,$4.94 B
379,Metal,MTL,$1.52,-5.44%,$14.74 M,$101.40 M
81,Theta Fuel,TFUEL,$0.1957,-7.40%,$87.25 M,$1.04 B
180,XYO,XYO,$0.02043,-4.98%,$3.13 M,$257.96 M
329,STASIS EURO,EURS,$1.14,+0.06%,$5.62 M,$129.66 M
280,Biconomy,BICO,$1.62,-10.21%,$30.08 M,$170.76 M
230,Bitpanda Ecosystem Token,BEST,$0.8978,+0.20%,"$49,138.87",$317.04 M
133,Neutrino USD,USDN,$0.9861,-0.37%,$6.00 M,$443.45 M
721,MAP Protocol,MAP,$0.02053,-5.72%,"$676,496.93",$25.77 M
817,Arcblock,ABT,$0.1779,-1.56%,$2.09 M,$17.54 M
572,Bytom,BTM,$0.02748,+4.38%,$12.57 M,$45.04 M
672,Soda Coin,SOC,$0.01694,+1.06%,$2.07 M,$29.88 M
911,Ambrosus,AMB,$0.02288,-5.98%,"$119,405.18",$12.67 M
623,Newscrypto,NWC,$0.2428,-1.67%,$8.91 M,$36.52 M
769,FC Barcelona Fan Token,BAR,$6.08,-5.73%,"$873,115.74",$21.34 M
863,Belt Finance,BELT,$1.54,-2.76%,"$565,588.00",$14.73 M
527,MixMarvel,MIX,$0.0112,-3.20%,$1.20 M,$52.64 M
477,Thunder Token,TT,$0.007607,-7.08%,$7.44 M,$65.53 M
428,Zelwin,ZLW,$1.12,-0.29%,"$463,622.39",$81.12 M
32,Fantom,FTM,$1.90,-4.73%,$676.40 M,$4.79 B
380,ARPA Chain,ARPA,$0.08272,-7.51%,$40.94 M,$101.11 M
82,Secret,SCRT,$6.15,-3.97%,$37.91 M,$1.00 B
181,Powerledger,POWR,$0.5616,-2.99%,$48.64 M,$257.95 M
330,Steem,STEEM,$0.3258,-3.32%,$7.86 M,$128.66 M
281,MX TOKEN,MX,$1.71,-3.67%,$9.80 M,$170.51 M
231,Anyswap,ANY,$16.38,-12.29%,$21.78 M,$307.61 M
134,Syscoin,SYS,$0.696,-11.49%,$28.64 M,$440.54 M
722,Oxen,OXEN,$0.4497,-0.44%,"$72,324.78",$25.71 M
818,Cryptex Finance,CTX,$6.81,-5.96%,$1.16 M,$17.50 M
573,Cellframe,CELL,$1.55,-2.83%,$2.18 M,$44.62 M
673,Drep [new],DREP,$0.7469,+2.10%,$10.72 M,$29.80 M
912,Birake,BIR,$0.125,-0.64%,"$77,601.41",$12.63 M
624,Aurox,URUS,$69.67,-4.85%,"$423,910.05",$36.36 M
770,TEMCO,TEMCO,$0.005328,-3.36%,"$213,765.77",$21.17 M
864,BigONE Token,ONE,$0.001557,-3.77%,N/A,$14.71 M
528,Maro,MARO,$0.07393,-3.63%,$2.04 M,$52.61 M
478,PolySwarm,NCT,$0.04237,-5.56%,"$870,482.86",$65.52 M
429,SafePal,SFP,$0.7489,-8.48%,$20.05 M,$79.53 M
33,Bitcoin BEP2,BTCB,"$40,123.59",-4.44%,$36.25 M,$4.22 B
381,QuarkChain,QKC,$0.01578,-4.33%,$2.04 M,$101.01 M
83,Arweave,AR,$29.34,-7.31%,$65.36 M,$970.28 M
182,Persistence,XPRT,$3.20,-3.94%,$5.41 M,$256.24 M
331,Metadium,META,$0.07621,-4.31%,$4.33 M,$128.59 M
282,RMRK,RMRK,$17.88,-8.40%,$8.43 M,$169.84 M
232,Telos,TLOS,$1.11,-0.54%,$8.54 M,$298.87 M
135,Spell Token,SPELL,$0.00539,-7.14%,$60.13 M,$439.70 M
723,KARMA,KARMA,$0.004697,-4.16%,$13.87,$25.60 M
819,Mushroom,MUSH,$0.5762,+0.72%,N/A,$17.70 M
574,RAMP,RAMP,$0.1044,-9.92%,$5.07 M,$44.48 M
674,New BitShares,NBS,$0.0114,-9.14%,$3.61 M,$29.73 M
913,Oraichain Token,ORAI,$6.16,-13.41%,"$981,344.66",$12.58 M
625,PowerPool,CVP,$0.9807,-7.11%,$4.10 M,$36.33 M
771,Observer,OBSR,$0.003888,+0.22%,"$181,303.86",$21.14 M
865,NFTb,NFTB,$0.1377,-2.40%,"$683,232.47",$14.63 M
529,WHALE,WHALE,$6.92,-3.01%,$1.06 M,$51.99 M
479,Solanium,SLIM,$1.09,-5.11%,$1.52 M,$65.31 M
430,VVS Finance,VVS,$0.00003553,-3.69%,$6.75 M,$79.18 M
34,Hedera,HBAR,$0.2331,-6.74%,$111.53 M,$4.15 B
382,Gitcoin,GTC,$7.10,-5.71%,$21.37 M,$99.80 M
84,Oasis Network,ROSE,$0.2775,-8.26%,$161.18 M,$962.16 M
183,Swipe,SXP,$1.31,-6.15%,$82.60 M,$255.14 M
332,Venus,XVS,$10.78,-13.97%,$72.19 M,$128.25 M
283,Sun (New),SUN,$0.01611,-1.09%,$104.82 M,$169.36 M
233,Sapphire,SAPP,$0.5468,-3.02%,$1.76 M,$293.96 M
136,Perpetual Protocol,PERP,$5.90,-4.97%,$14.27 M,$431.97 M
724,Numbers Protocol,NUM,$0.4003,+0.28%,$1.90 M,$25.46 M
819,Aventus,AVT,$2.91,-12.96%,$1.16 M,$17.43 M
575,ApeSwap Finance,BANANA,$0.4583,-10.00%,"$983,332.13",$44.39 M
674,BNBPay,BPAY,$0.005494,-9.09%,N/A,$33.57 M
914,Torum,XTM,$0.24,-10.24%,$2.99 M,$12.57 M
626,ZIMBOCASH,ZASH,$0.02277,+21.11%,"$11,937.21",$36.22 M
772,Vesper,VSP,$2.47,-8.10%,"$251,940.57",$21.13 M
866,AC Milan Fan Token,ACM,$4.71,-2.97%,$4.09 M,$14.63 M
530,BSCPAD,BSCPAD,$0.653,-4.13%,$2.08 M,$51.72 M
480,MiL.k,MLK,$0.8339,-3.83%,$6.92 M,$65.18 M
431,HUNT,HUNT,$0.7143,-0.42%,$18.24 M,$78.83 M
35,Internet Computer,ICP,$19.66,-7.26%,$247.68 M,$4.04 B
383,Handshake,HNS,$0.2131,-7.80%,"$529,865.73",$99.51 M
85,Pax Dollar,USDP,$0.9951,-0.45%,$18.44 M,$941.03 M
184,Yield Guild Games,YGG,$3.00,-6.74%,$41.49 M,$253.32 M
333,CRYPTO20,C20,$3.19,-5.46%,"$71,282.95",$127.40 M
284,Seedify.fund,SFUND,$6.76,-7.14%,$5.81 M,$165.84 M
234,Rocket Pool,RPL,$28.54,-6.41%,"$436,899.94",$293.42 M
137,Nervos Network,CKB,$0.01441,-1.87%,$11.07 M,$423.24 M
725,Gifto,GTO,$0.03305,-8.61%,$4.91 M,$25.45 M
820,Stakeborg DAO,STANDARD,$12.03,-1.39%,"$22,360.36",$17.36 M
576,NULS,NULS,$0.4443,-5.14%,$31.74 M,$44.26 M
675,Pangolin,PNG,$0.3446,-7.58%,$2.01 M,$29.43 M
915,Genaro Network,GNX,$0.01928,-10.90%,"$830,070.43",$12.53 M
627,Polkadex,PDEX,$6.03,-3.34%,"$256,475.71",$36.08 M
773,Newton,NEW,$0.001025,+3.25%,$2.95 M,$21.10 M
867,Banano,BAN,$0.01106,-5.01%,"$71,344.19",$14.61 M
531,1eco,1ECO,$2.73,+0.63%,$1.09 M,$51.72 M
481,Alpaca Finance,ALPACA,$0.4596,+16.16%,$109.00 M,$65.08 M
432,HyperDAO,HDAO,$0.02312,-6.14%,"$620,395.74",$78.60 M
36,The Sandbox,SAND,$3.70,-7.51%,$1.00 B,$3.97 B
384,Ergo,ERG,$3.07,-6.59%,$1.85 M,$98.18 M
86,Mina,MINA,$2.48,-7.56%,$46.08 M,$931.02 M
185,WazirX,WRX,$0.7633,-7.80%,$23.08 M,$248.11 M
334,Wrapped NCG (Nine Chronicles Gold),WNCG,$1.06,+4.91%,$5.91 M,$126.70 M
285,Conflux,CFX,$0.1162,-9.10%,$8.92 M,$165.81 M
235,UFO Gaming,UFO,$0.00001126,-7.70%,$10.46 M,$290.12 M
138,PAX Gold,PAXG,"$1,933.73",+0.09%,$56.40 M,$422.95 M
726,Rainicorn,RAINI,$0.05233,-9.96%,"$221,350.97",$25.45 M
821,DeGate,DG,$0.2098,+0.47%,"$411,541.06",$17.25 M
577,Cyclub,CYCLUB,$0.03342,-1.32%,$13.35 M,$43.92 M
676,BTSE,BTSE,$6.76,-3.28%,$1.66 M,$29.43 M
916,Safe Haven,SHA,$0.004155,-4.72%,"$206,622.85",$12.49 M
628,Impossible Finance Launchpad,IDIA,$0.7976,-6.76%,"$625,469.83",$35.89 M
774,Epic Cash,EPIC,$1.53,-10.74%,"$18,983.20",$21.08 M
868,Oxbull.tech,OXB,$1.93,-0.14%,"$95,248.13",$14.51 M
532,Wrapped NXM,WNXM,$30.69,-5.39%,$2.26 M,$51.47 M
482,Qcash,QC,$0.1408,-1.56%,$86.80 M,$64.75 M
433,Klever,KLV,$0.02302,-1.81%,"$713,277.27",$78.22 M
37,Ethereum Classic,ETC,$29.11,-7.05%,$526.77 M,$3.83 B
385,Mirror Protocol,MIR,$1.27,-12.86%,$48.00 M,$97.50 M
87,NEM,XEM,$0.1019,-6.61%,$23.66 M,$917.03 M
186,Fetch.ai,FET,$0.3325,-4.76%,$26.36 M,$246.36 M
335,Aavegotchi,GHST,$2.05,-0.36%,$35.38 M,$126.05 M
286,Beefy Finance,BIFI,"$2,331.19",-4.26%,$4.29 M,$165.63 M
236,MetisDAO,METIS,$121.94,-9.95%,$36.31 M,$289.39 M
139,Fei USD,FEI,$0.9874,-0.01%,$15.55 M,$419.66 M
727,GET Protocol,GET,$2.23,-6.52%,"$226,234.67",$25.38 M
822,Life Crypto,LIFE,$0.002426,-2.10%,"$389,662.04",$17.18 M
578,Quantstamp,QSP,$0.06102,-5.57%,$2.14 M,$43.56 M
677,ForTube,FOR,$0.04589,-3.46%,$6.10 M,$29.35 M
917,Polkamarkets,POLK,$0.2531,-6.47%,"$232,284.32",$12.40 M
629,SOLVE,SOLVE,$0.08236,-0.94%,"$852,299.71",$35.85 M
775,FOAM,FOAM,$0.0658,-10.89%,"$49,717.63",$20.83 M
869,Callisto Network,CLO,$0.004664,-8.55%,"$36,068.55",$14.48 M
533,NewYork Exchange,NYE,$7.25,-6.59%,$1.20 M,$51.41 M
483,Hifi Finance,MFT,$0.00646,-5.10%,$19.34 M,$64.60 M
434,Somnium Space Cubes,CUBE,$6.26,-6.73%,"$320,934.78",$78.21 M
38,Elrond,EGLD,$169.90,-7.97%,$205.18 M,$3.62 B
386,TomoChain,TOMO,$1.09,-6.60%,$6.81 M,$97.38 M
88,Symbol,XYM,$0.1634,-2.60%,$6.44 M,$912.42 M
187,Boba Network,BOBA,$1.51,-3.11%,$3.35 M,$240.75 M
336,Origin Protocol,OGN,$0.3286,-8.42%,$30.04 M,$125.81 M
287,Bitcoin Diamond,BCD,$0.8813,-2.74%,$1.56 M,$164.36 M
237,Alitas,ALT,$4.55,-3.85%,$1.60 M,$273.17 M
140,dYdX,DYDX,$6.41,-8.13%,$152.34 M,$413.79 M
728,PAC Protocol,PAC,$0.001564,+0.51%,"$202,774.74",$25.26 M
823,CUTcoin,CUT,$0.1101,+19.37%,$4.52,$17.13 M
579,Valobit,VBIT,$0.03618,-5.32%,"$123,882.22",$43.45 M
678,WaykiChain,WICC,$0.1391,-0.85%,$1.22 M,$29.20 M
918,UBIX.Network,UBX,$0.0002718,-5.32%,$1.67 M,$12.38 M
630,Manchester City Fan Token,CITY,$10.17,-3.34%,$2.75 M,$35.69 M
776,BENQI,QI,$0.06447,-6.70%,$25.87 M,$20.80 M
870,Spartan Protocol,SPARTA,$0.1425,-5.37%,"$528,146.59",$14.43 M
534,Haven Protocol,XHV,$2.05,-7.81%,"$615,687.95",$51.23 M
484,LTO Network,LTO,$0.2139,-8.86%,$7.83 M,$64.45 M
435,RichQUACK.com,QUACK,$0.000000001767,-5.22%,$1.38 M,$77.91 M
39,VeChain,VET,$0.05431,-6.84%,$297.15 M,$3.44 B
387,Covalent,CQT,$0.3883,-7.62%,$1.83 M,$97.16 M
89,BORA,BORA,$1.02,-3.37%,$136.45 M,$878.67 M
188,MyNeighborAlice,ALICE,$7.98,-8.94%,$216.30 M,$240.60 M
337,JasmyCoin,JASMY,$0.02651,-12.72%,$119.36 M,$123.99 M
288,Bloktopia,BLOK,$0.0197,-8.21%,$14.25 M,$164.27 M
238,Aurora,AURORA,$11.29,-4.88%,$7.53 M,$253.23 M
141,Frax Share,FXS,$25.42,-1.81%,$21.27 M,$406.64 M
729,BEPRO Network,BEPRO,$0.003716,-4.64%,$1.85 M,$25.14 M
824,IQeon,IQN,$3.11,-1.65%,$1.80 M,$17.08 M
580,Waltonchain,WTC,$0.5495,-3.95%,$5.83 M,$42.80 M
679,Edgeware,EDG,$0.004857,+1.36%,$1.02 M,$29.17 M
919,BetU,BETU,$0.1145,-2.18%,$1.50 M,$12.33 M
631,ReapChain,REAP,$0.1661,+3.08%,"$839,754.49",$35.55 M
777,Cream Finance,CREAM,$33.10,-4.89%,$6.89 M,$20.40 M
871,COVER Protocol,COVER,$185.77,-18.12%,$16.59 M,$14.71 M
535,SifChain,erowan,$0.08024,-4.34%,"$274,131.32",$51.17 M
485,DAD,DAD,$0.145,-3.64%,$2.08 M,$63.94 M
436,CUDOS,CUDOS,$0.02728,-9.46%,"$507,199.67",$77.57 M
40,Filecoin,FIL,$20.89,-7.56%,$576.96 M,$3.41 B
388,RSK Smart Bitcoin,RBTC,"$40,005.57",-4.37%,"$186,196.51",$97.07 M
90,Holo,HOT,$0.005047,-0.99%,$140.79 M,$859.44 M
189,MXC,MXC,$0.09079,-1.69%,$17.80 M,$239.88 M
338,Ellipsis,EPS,$0.2068,-3.39%,$19.12 M,$123.63 M
289,Band Protocol,BAND,$4.75,+0.34%,$73.63 M,$164.10 M
239,Everscale,EVER,$0.2665,-8.32%,$2.61 M,$244.34 M
142,Storj,STORJ,$1.05,-7.53%,$24.22 M,$399.66 M
730,FC Porto Fan Token,PORTO,$3.20,-11.61%,$19.10 M,$24.98 M
825,BABB,BAX,$0.0003411,-0.73%,"$324,760.12",$17.01 M
581,SHPING,SHPING,$0.02457,-9.23%,$1.44 M,$42.65 M
680,Marlin,POND,$0.03949,-9.00%,$16.24 M,$29.10 M
920,Unicly CryptoPunks Collection,UPUNK,$0.04892,-0.08%,"$69,931.75",$12.23 M
632,Mithril,MITH,$0.03529,-11.00%,$10.34 M,$35.29 M
778,VIMworld,VEED,$0.00364,-1.66%,"$23,409.67",$20.26 M
871,Pallapay,PALLA,$0.02451,-3.65%,"$285,796.94",$14.40 M
536,Star Atlas DAO,POLIS,$2.36,-4.44%,$3.93 M,$50.93 M
486,Bluzelle,BLZ,$0.1971,-14.62%,$41.81 M,$63.87 M
437,DFI.Money,YFII,"$2,008.21",-8.53%,$12.22 M,$77.51 M
41,Theta Network,THETA,$3.33,-7.75%,$361.95 M,$3.34 B
389,Ampleforth,AMPL,$0.9632,-3.45%,$1.81 M,$95.73 M
91,IoTeX,IOTX,$0.08718,-5.37%,$44.72 M,$823.05 M
190,MOBOX,MBOX,$2.95,-0.80%,$100.60 M,$235.21 M
339,Decentral Games [Old],DG,$355.83,-8.73%,"$449,274.80",$123.36 M
290,VeThor Token,VTHO,$0.003651,-6.71%,$7.62 M,$164.02 M
